elapsed_s,channels_touched_so_far,server_mem_rss_mb,client_mem_rss_mb
531.7,2860,1138.99,39.19
532.7,2860,1138.99,39.19
533.7,2860,1138.99,39.19
534.7,2880,1138.99,39.19
535.7,2880,1139.0,39.19
536.7,2880,1139.0,39.19
537.7,2900,1139.0,39.19
538.7,2900,1139.0,39.19
539.8,2900,1139.0,39.19
540.8,2900,1139.0,39.19
541.8,2920,1139.0,39.19
542.8,2920,1139.0,39.19
543.8,2920,1139.0,39.19
544.8,2940,1139.0,39.19
545.8,2940,1139.0,39.19
546.8,2940,1139.0,39.19
547.8,2960,1139.0,39.19
548.8,2960,1139.0,39.19
549.8,2960,1139.0,39.19
550.8,2960,1139.01,39.19
551.8,2980,1139.01,39.19
552.8,2980,1139.01,39.19
553.8,2980,1139.01,39.19
554.8,3000,1139.01,39.19
555.8,3000,1139.02,39.19
556.8,3000,1139.02,39.19
557.8,3000,1139.03,39.19
558.8,3020,1139.04,39.19
559.8,3020,1139.04,39.19
560.8,3020,1139.04,39.19
561.8,3020,1139.04,39.19
562.8,3040,1139.04,39.19
563.8,3040,1139.04,39.19
564.8,3040,1139.04,39.19
565.8,3060,1139.04,39.19
566.8,3060,1139.04,39.19
567.8,3060,1139.04,39.19
568.8,3060,1139.04,39.19
569.8,3080,1139.04,39.19
570.8,3080,1139.04,39.19
571.8,3080,1139.04,39.19
572.8,3100,1139.04,39.19
573.8,3100,1139.04,39.19
574.8,3100,1139.04,39.19
575.8,3100,1139.04,39.19
576.8,3120,1139.04,39.19
577.8,3120,1139.04,39.19
578.8,3120,1139.04,39.19
579.8,3140,1139.04,39.19
580.8,3140,1139.04,39.19
581.8,3140,1139.04,39.19
582.8,3140,1139.04,39.19
583.8,3160,1139.04,39.19
584.8,3160,1139.04,39.19
585.8,3160,1139.04,39.19
586.8,3160,1139.04,39.19
587.8,3180,1139.04,39.19
588.8,3180,1139.04,39.19
589.8,3180,1139.04,39.19
590.8,3200,1139.04,39.19
591.8,3200,1139.04,39.19
592.8,3200,1139.04,39.19
593.8,3200,1139.04,39.19
594.8,3220,1139.04,39.19
595.8,3220,1139.04,39.19
596.8,3220,1139.04,39.19
597.9,3240,1139.04,39.19
598.9,3240,1139.04,39.19
599.9,3240,1139.04,39.19
600.9,3240,1139.04,39.19
601.9,3260,1139.04,39.19
602.9,3260,1139.04,39.19
603.9,3260,1139.04,39.19
604.9,3280,1139.04,39.19
605.9,3280,1139.04,39.19
606.9,3280,1139.04,39.19
607.9,3280,1139.04,39.19
608.9,3300,1139.04,39.19
609.9,3300,1139.04,39.19
610.9,3300,1139.04,39.19
611.9,3320,1139.04,39.19
612.9,3320,1139.04,39.19
613.9,3320,1139.04,39.19
614.9,3320,1139.04,39.19
615.9,3340,1139.04,39.19
616.9,3340,1139.04,39.19
617.9,3340,1139.04,39.19
618.9,3340,1139.04,39.19
619.9,3360,1139.04,39.19
620.9,3360,1139.05,39.19
621.9,3360,1139.05,39.19
622.9,3380,1139.05,39.19
623.9,3380,1139.06,39.19
624.9,3380,1139.06,39.19
625.9,3380,1139.07,39.19
626.9,3400,1139.07,39.19
627.9,3400,1139.07,39.19
628.9,3400,1139.07,39.19
629.9,3420,1139.08,39.19
630.9,3420,1139.08,39.19
631.9,3420,1139.09,39.19
632.9,3420,1139.09,39.19
633.9,3440,1139.09,39.19
634.9,3440,1139.09,39.19
635.9,3440,1139.09,39.19
636.9,3460,1139.09,39.19
637.9,3460,1139.09,39.19
638.9,3460,1139.09,39.19
639.9,3460,1139.1,39.19
640.9,3480,1139.1,39.19
641.9,3480,1139.1,39.19
642.9,3480,1139.1,39.19
643.9,3500,1139.11,39.19
644.9,3500,1139.12,39.19
645.9,3500,1139.12,39.19
646.9,3500,1139.13,39.19
647.9,3520,1139.14,39.19
648.9,3520,1139.14,39.19
649.9,3520,1139.14,39.19
650.9,3540,1139.15,39.19
