elapsed_s,channels_touched_so_far,server_mem_rss_mb,client_mem_rss_mb
763.8,4020,1222.85,40.01
764.8,4020,1222.86,40.14
765.8,4020,1222.87,40.42
766.8,4040,1222.98,39.96
767.8,4040,1222.98,39.97
768.8,4040,1222.98,40.25
769.8,4040,1223.01,40.5
770.8,4060,1223.06,39.93
771.8,4060,1223.06,40.05
772.8,4060,1223.06,40.32
773.8,4060,1223.09,40.53
774.8,4080,1223.65,39.93
775.8,4080,1223.65,40.1
776.8,4080,1223.65,40.33
777.8,4100,1223.68,40.57
778.8,4100,1223.68,39.93
779.8,4100,1223.68,40.16
780.8,4100,1223.68,40.44
781.8,4120,1223.7,40.17
782.8,4120,1223.7,39.99
783.8,4120,1223.7,40.25
784.8,4120,1223.71,40.48
785.8,4140,1223.73,39.93
786.8,4140,1223.73,40.04
787.8,4140,1223.74,40.29
788.8,4160,1223.74,40.53
789.8,4160,1223.77,39.93
790.8,4160,1223.77,40.1
791.8,4160,1223.77,40.36
792.8,4180,1223.78,40.57
793.8,4180,1223.79,39.93
794.8,4180,1223.79,40.12
795.8,4180,1223.79,40.38
796.8,4200,1223.82,39.98
797.8,4200,1223.82,39.99
798.8,4200,1223.82,40.21
799.8,4200,1223.82,40.46
800.8,4220,1223.84,39.93
801.8,4220,1223.84,40.01
802.8,4220,1223.84,40.25
803.8,4220,1223.85,40.5
804.8,4240,1223.88,39.93
805.8,4240,1223.88,40.08
806.8,4240,1223.88,40.33
807.8,4260,1223.89,40.55
808.8,4260,1223.9,39.93
809.8,4260,1223.9,40.12
810.8,4260,1223.9,40.33
811.8,4280,1223.98,39.91
812.8,4280,1223.98,39.93
813.8,4280,1223.98,40.16
814.8,4280,1223.98,40.4
815.8,4300,1224.0,39.91
816.8,4300,1224.0,39.95
817.8,4300,1224.0,40.21
818.8,4300,1224.01,40.42
819.8,4320,1224.02,40.17
820.8,4320,1224.02,39.97
821.8,4320,1224.03,40.25
822.8,4320,1224.03,40.46
823.8,4340,1224.05,39.93
824.8,4340,1224.05,40.05
825.8,4340,1224.06,40.29
826.8,4340,1224.07,40.53
827.8,4360,1224.07,39.97
828.8,4360,1224.08,40.1
829.8,4360,1224.08,40.33
830.8,4380,1224.09,40.57
831.8,4380,1224.11,39.93
832.8,4380,1224.11,40.12
833.8,4380,1224.12,40.36
834.8,4400,1224.12,40.59
835.8,4400,1224.13,40.27
836.8,4400,1224.13,40.27
837.8,4400,1224.14,40.38
838.8,4420,1224.16,40.01
839.8,4420,1224.16,40.01
840.8,4420,1224.16,40.1
841.8,4420,1224.16,40.36
842.8,4440,1224.18,40.57
843.8,4440,1224.18,39.93
844.8,4440,1224.18,40.1
845.8,4440,1224.18,40.36
846.8,4460,1224.2,39.91
847.8,4460,1224.2,39.93
848.8,4460,1224.2,40.18
849.8,4460,1224.21,40.38
850.8,4480,1224.38,39.93
851.8,4480,1224.38,39.93
852.8,4480,1224.38,40.14
853.8,4480,1224.39,40.36
854.8,4500,1224.39,40.59
855.8,4500,1224.46,40.27
856.8,4500,1226.38,40.27
857.8,4500,1229.46,40.44
858.8,4520,1231.63,39.91
859.8,4520,1231.63,40.04
860.8,4520,1231.64,40.29
861.8,4520,1231.68,40.55
862.8,4540,1232.54,40.01
863.8,4540,1232.55,40.12
864.8,4540,1232.56,40.4
865.8,4560,1232.59,39.91
866.9,4560,1232.59,39.93
867.9,4560,1232.59,40.18
868.9,4560,1232.61,40.42
869.9,4580,1232.66,39.98
870.9,4580,1232.66,39.99
871.9,4580,1232.66,40.25
872.9,4580,1232.67,40.48
873.9,4600,1232.69,40.01
874.9,4600,1232.69,40.08
875.9,4600,1232.69,40.36
876.9,4620,1232.7,40.57
877.9,4620,1232.71,39.93
878.9,4620,1232.71,40.14
879.9,4620,1232.72,40.42
880.9,4640,1232.74,40.58
881.9,4640,1232.74,40.59
882.9,4640,1232.74,40.59
883.9,4640,1232.75,40.59
884.9,4660,1232.77,39.93
885.9,4660,1232.77,40.05
886.9,4660,1232.77,40.31
887.9,4660,1232.78,40.53
888.9,4680,1233.11,40.01
889.9,4680,1233.12,40.1
890.9,4680,1233.12,40.36
891.9,4700,1233.12,40.59
892.9,4700,1233.13,39.93
893.9,4700,1233.13,40.16
894.9,4700,1233.14,40.42
895.9,4720,1233.15,40.58
896.9,4720,1233.15,40.59
897.9,4720,1233.16,40.59
898.9,4720,1233.16,40.59
899.9,4740,1233.18,39.91
900.9,4740,1233.18,40.01
901.9,4740,1233.18,40.3
902.9,4740,1233.19,40.53
903.9,4760,1233.21,40.01
904.9,4760,1233.21,40.1
905.9,4760,1233.21,40.36
906.9,4780,1233.22,40.59
907.9,4780,1233.22,40.59
908.9,4780,1233.22,40.59
909.9,4780,1233.23,40.59
910.9,4800,1233.25,40.58
911.9,4800,1233.25,40.59
912.9,4800,1233.25,40.59
913.9,4800,1233.26,40.59
914.9,4820,1233.37,39.87
915.9,4820,1233.37,40.01
916.9,4820,1233.37,40.27
917.9,4820,1233.38,40.48
918.9,4840,1233.38,40.59
919.9,4840,1233.38,40.59
920.9,4840,1233.39,40.59
921.9,4860,1233.4,40.59
922.9,4860,1233.41,40.27
923.9,4860,1233.41,40.27
924.9,4860,1233.41,40.4
925.9,4880,1233.43,39.91
926.9,4880,1233.43,39.95
927.9,4880,1233.43,40.18
928.9,4880,1233.44,40.44
929.9,4900,1233.45,40.21
930.9,4900,1233.45,40.22
931.9,4900,1233.46,40.23
932.9,4900,1233.46,40.46
933.9,4920,1233.49,40.58
934.9,4920,1233.49,40.59
935.9,4920,1233.49,40.59
936.9,4920,1233.5,40.59
937.9,4940,1233.51,40.59
938.9,4940,1233.51,40.59
939.9,4940,1233.51,40.59
940.9,4960,1233.52,40.59
941.9,4960,1233.52,40.61
942.9,4960,1233.52,40.61
943.9,4960,1233.54,40.61
944.9,4980,1233.55,40.61
945.9,4980,1233.56,39.97
946.9,4980,1233.56,40.14
947.9,4980,1233.57,40.36
948.9,5000,1233.72,40.22
949.9,5000,1233.72,40.22
950.9,5000,1233.72,40.22
951.9,5000,1233.73,40.38
952.9,5000,1233.73,40.59
953.9,5000,1233.73,40.59
954.9,5000,1233.73,40.59
955.9,5000,1233.73,40.59
956.9,5000,1233.74,39.91
957.9,5000,1233.74,39.93
958.9,5000,1233.74,40.14
959.9,5000,1233.74,40.38
960.9,5000,1233.75,39.97
961.9,5000,1233.75,39.97
962.9,5000,1233.75,40.14
963.9,5000,1233.75,40.36
964.9,5000,1233.8,40.59
965.9,5000,1233.84,39.93
966.9,5000,1233.84,40.12
967.9,5000,1233.85,40.36
968.9,5000,1233.85,40.18
969.9,5000,1233.85,40.18
970.9,5000,1233.85,40.18
971.9,5000,1233.85,40.33
972.9,5000,1233.85,40.57
973.9,5000,1234.1,40.59
974.9,5000,1234.1,40.59
975.9,5000,1234.1,40.59
976.9,5000,1234.1,40.59
978.0,5000,1234.1,40.12
979.0,5000,1234.1,40.12
980.0,5000,1234.1,40.31
981.0,5000,1234.1,40.53
982.0,5000,1234.1,40.12
