elapsed_s,channels_touched_so_far,server_mem_rss_mb,client_mem_rss_mb
442.7,3140,1142.02,43.61
443.7,3140,1142.02,43.62
444.7,3140,1142.02,43.62
445.7,3140,1142.02,43.62
446.7,3160,1142.04,43.62
447.7,3160,1142.04,43.62
448.7,3160,1142.05,43.64
449.7,3160,1142.05,43.64
450.7,3180,1142.05,43.64
451.7,3180,1142.06,43.65
452.7,3180,1142.07,43.65
453.7,3180,1142.07,43.66
454.7,3200,1142.07,43.66
455.7,3200,1142.08,43.66
456.7,3200,1142.1,43.67
457.7,3200,1142.1,43.67
458.7,3220,1142.11,43.68
459.7,3220,1142.11,43.68
460.7,3220,1142.11,43.68
461.7,3220,1142.12,43.7
462.7,3240,1142.12,43.7
463.7,3240,1142.13,43.7
464.7,3240,1142.13,43.7
465.7,3240,1142.14,43.7
466.7,3260,1142.15,43.71
467.7,3260,1142.16,43.71
468.7,3260,1142.16,43.72
469.7,3260,1142.17,43.73
470.7,3280,1142.17,43.73
471.7,3280,1142.18,43.73
472.7,3280,1142.2,43.73
473.7,3280,1142.2,43.74
474.7,3300,1142.2,43.75
475.7,3300,1142.2,43.77
476.7,3300,1142.23,43.78
477.7,3300,1142.23,43.78
478.7,3320,1142.23,43.79
479.7,3320,1142.24,43.79
480.7,3320,1142.25,43.8
481.8,3320,1142.25,43.8
482.8,3340,1142.25,43.8
483.8,3340,1142.27,43.8
484.8,3340,1142.28,43.81
485.8,3340,1142.28,43.82
486.8,3360,1142.29,43.82
487.8,3360,1142.3,43.82
488.8,3360,1142.31,43.83
489.8,3360,1142.31,43.84
490.8,3380,1142.31,43.84
491.8,3380,1142.32,43.84
492.8,3380,1142.34,43.84
493.8,3380,1142.35,43.85
494.8,3400,1142.35,43.86
495.8,3400,1142.35,43.86
496.8,3400,1142.36,43.86
497.8,3400,1142.39,43.86
498.8,3420,1142.39,43.87
499.8,3420,1142.39,43.88
500.8,3420,1142.4,43.88
501.8,3420,1142.41,43.88
502.8,3440,1142.42,43.89
503.8,3440,1142.43,43.89
504.8,3440,1142.44,43.9
505.8,3440,1142.45,43.9
506.8,3460,1142.45,43.9
507.8,3460,1142.46,43.91
508.8,3460,1142.47,43.91
509.8,3480,1142.48,43.92
510.8,3480,1142.49,43.92
511.8,3480,1142.5,43.93
512.8,3480,1142.5,43.93
513.8,3500,1142.51,43.93
514.8,3500,1142.52,44.05
515.8,3500,1142.53,44.05
